207	3376	4782	1	[0.80 - 0.18 - 0.00 - 0.02]
208	2140	4759	4	[0.00 - 0.02 - 0.14 - 0.84]
209	2159	4758	4	[0.00 - 0.01 - 0.17 - 0.81]
210	2154	4746	4	[0.01 - 0.08 - 0.23 - 0.67]
211	2147	4772	3	[0.00 - 0.03 - 0.49 - 0.47]
212	2148	4766	3	[0.02 - 0.31 - 0.58 - 0.10]
213	3678	4763	4	[0.00 - 0.00 - 0.06 - 0.93]
214	3706	4769	4	[0.00 - 0.00 - 0.14 - 0.86]
215	3674	4774	4	[0.00 - 0.02 - 0.10 - 0.87]
216	3690	4752	3	[0.00 - 0.02 - 0.51 - 0.47]
217	3372	4760	1	[0.83 - 0.13 - 0.00 - 0.03]
218	3553	4760	2	[0.29 - 0.63 - 0.05 - 0.03]
219	3739	4757	4	[0.00 - 0.01 - 0.16 - 0.83]
220	3676	4767	4	[0.01 - 0.03 - 0.17 - 0.79]
221	3676	4746	4	[0.01 - 0.01 - 0.13 - 0.85]
222	3608	4740	4	[0.00 - 0.01 - 0.09 - 0.90]
223	1820	4736	3	[0.07 - 0.24 - 0.42 - 0.27]
224	3664	4735	4	[0.00 - 0.00 - 0.05 - 0.95]
225	3697	4730	4	[0.00 - 0.00 - 0.04 - 0.96]
226	3768	4716	4	[0.01 - 0.01 - 0.11 - 0.87]
227	3780	4725	4	[0.00 - 0.01 - 0.30 - 0.69]
228	3779	4715	4	[0.01 - 0.04 - 0.46 - 0.49]
229	3775	4708	4	[0.00 - 0.00 - 0.04 - 0.96]
230	1942	4727	4	[0.02 - 0.05 - 0.19 - 0.74]
231	3769	4726	4	[0.00 - 0.00 - 0.08 - 0.92]
232	2599	4670	4	[0.01 - 0.06 - 0.09 - 0.84]
233	1816	4718	4	[0.00 - 0.01 - 0.08 - 0.91]
234	3641	4713	4	[0.00 - 0.01 - 0.06 - 0.93]
235	3685	4688	4	[0.00 - 0.01 - 0.10 - 0.90]
236	3676	4687	1	[0.41 - 0.29 - 0.10 - 0.21]
237	3686	4713	4	[0.00 - 0.01 - 0.16 - 0.83]
238	3535	4712	1	[0.92 - 0.08 - 0.00 - 0.00]
239	3693	4710	4	[0.00 - 0.00 - 0.13 - 0.87]
240	3813	4708	4	[0.11 - 0.17 - 0.05 - 0.67]
241	3642	4705	4	[0.08 - 0.10 - 0.13 - 0.68]
242	3698	4699	4	[0.00 - 0.03 - 0.20 - 0.77]
243	3623	4685	4	[0.01 - 0.01 - 0.11 - 0.87]
244	3448	4692	1	[0.86 - 0.14 - 0.00 - 0.01]
245	3714	4686	4	[0.00 - 0.01 - 0.12 - 0.87]
246	3652	4692	4	[0.00 - 0.00 - 0.13 - 0.87]
247	3662	4684	4	[0.00 - 0.00 - 0.12 - 0.88]
248	3777	4675	4	[0.00 - 0.00 - 0.06 - 0.94]
249	3635	4677	4	[0.05 - 0.15 - 0.16 - 0.64]
250	4128	4661	1	[0.64 - 0.04 - 0.01 - 0.31]
251	3458	4673	1	[0.70 - 0.28 - 0.01 - 0.02]
252	3650	4665	3	[0.01 - 0.10 - 0.68 - 0.21]
253	3644	4648	4	[0.01 - 0.02 - 0.11 - 0.86]
254	3691	4670	4	[0.00 - 0.00 - 0.05 - 0.95]
255	2556	4668	4	[0.10 - 0.38 - 0.13 - 0.39]
256	3755	4663	4	[0.00 - 0.03 - 0.08 - 0.89]
257	3724	4667	4	[0.00 - 0.01 - 0.09 - 0.91]
258	3702	4666	4	[0.00 - 0.00 - 0.04 - 0.96]
259	3653	4647	4	[0.00 - 0.01 - 0.19 - 0.79]
260	3699	4588	4	[0.01 - 0.07 - 0.26 - 0.66]
261	3670	4633	2	[0.03 - 0.78 - 0.14 - 0.05]
262	3708	4612	4	[0.00 - 0.01 - 0.13 - 0.86]
263	3661	4613	3	[0.01 - 0.14 - 0.75 - 0.10]
264	3670	4611	3	[0.00 - 0.04 - 0.77 - 0.19]
265	3695	4602	3	[0.00 - 0.07 - 0.80 - 0.13]
266	3711	4627	2	[0.25 - 0.58 - 0.09 - 0.08]
267	3698	4626	4	[0.01 - 0.19 - 0.36 - 0.44]
268	3691	4633	3	[0.01 - 0.37 - 0.57 - 0.05]
269	3677	4597	4	[0.00 - 0.02 - 0.14 - 0.84]
270	3830	4600	4	[0.13 - 0.18 - 0.05 - 0.63]
271	3632	4597	2	[0.22 - 0.40 - 0.07 - 0.31]
272	3710	4596	4	[0.01 - 0.01 - 0.05 - 0.94]
273	1724	4594	1	[0.94 - 0.06 - 0.00 - 0.00]
274	3687	4584	4	[0.00 - 0.00 - 0.05 - 0.94]
275	2993	4582	1	[0.99 - 0.01 - 0.00 - 0.00]
276	3692	4583	4	[0.01 - 0.03 - 0.17 - 0.80]
277	2796	4573	1	[0.82 - 0.05 - 0.00 - 0.12]
278	3718	4573	4	[0.05 - 0.32 - 0.30 - 0.33]
279	3394	4574	1	[0.95 - 0.05 - 0.00 - 0.00]
280	3728	4569	4	[0.00 - 0.02 - 0.17 - 0.81]
281	3683	4568	4	[0.00 - 0.01 - 0.05 - 0.94]
282	3754	4567	4	[0.00 - 0.00 - 0.05 - 0.94]
283	3699	4564	4	[0.01 - 0.02 - 0.07 - 0.89]
284	1588	4566	4	[0.02 - 0.03 - 0.08 - 0.86]
285	3761	4527	4	[0.00 - 0.01 - 0.12 - 0.87]
286	3768	4545	4	[0.00 - 0.04 - 0.44 - 0.52]
287	3782	4561	4	[0.00 - 0.05 - 0.31 - 0.64]
288	3781	4552	2	[0.04 - 0.61 - 0.30 - 0.04]
289	3785	4545	2	[0.12 - 0.48 - 0.16 - 0.24]
290	3831	4556	4	[0.00 - 0.01 - 0.16 - 0.83]
291	3543	4553	1	[0.83 - 0.11 - 0.00 - 0.06]
292	3710	4548	4	[0.00 - 0.00 - 0.05 - 0.94]
293	3744	4534	4	[0.00 - 0.01 - 0.10 - 0.89]
294	3728	4535	3	[0.00 - 0.10 - 0.77 - 0.12]
295	3830	4543	4	[0.00 - 0.01 - 0.22 - 0.77]
296	3589	4553	1	[0.73 - 0.22 - 0.01 - 0.04]
297	4196	4527	4	[0.01 - 0.08 - 0.42 - 0.49]
298	3825	4525	4	[0.06 - 0.14 - 0.15 - 0.65]
299	4198	4517	4	[0.01 - 0.06 - 0.16 - 0.77]
300	3056	4516	1	[0.97 - 0.02 - 0.00 - 0.01]
301	3733	4509	4	[0.01 - 0.02 - 0.16 - 0.81]
302	4001	4505	4	[0.02 - 0.04 - 0.08 - 0.86]
303	3685	4499	2	[0.24 - 0.35 - 0.15 - 0.27]
304	3834	4500	4	[0.02 - 0.05 - 0.37 - 0.57]
305	3836	4496	4	[0.00 - 0.01 - 0.13 - 0.86]
306	3841	4496	4	[0.00 - 0.04 - 0.16 - 0.80]
307	4120	4494	1	[0.56 - 0.40 - 0.01 - 0.03]
308	3678	4502	4	[0.03 - 0.04 - 0.05 - 0.88]
309	3683	4483	4	[0.04 - 0.09 - 0.07 - 0.81]
310	3216	4480	1	[0.93 - 0.06 - 0.00 - 0.01]
311	3844	4479	1	[0.51 - 0.35 - 0.03 - 0.11]
312	3867	4471	1	[0.47 - 0.35 - 0.06 - 0.12]
313	3873	4474	4	[0.01 - 0.04 - 0.20 - 0.75]
314	3110	4475	1	[0.89 - 0.08 - 0.00 - 0.03]
315	3791	4459	4	[0.00 - 0.01 - 0.24 - 0.74]
316	3753	4456	4	[0.00 - 0.01 - 0.01 - 0.98]
317	3473	4456	1	[0.74 - 0.21 - 0.00 - 0.05]
318	3588	4454	1	[0.70 - 0.18 - 0.01 - 0.11]
319	3750	4434	1	[0.45 - 0.30 - 0.07 - 0.19]
320	3717	4442	4	[0.03 - 0.14 - 0.23 - 0.59]
321	3732	4440	4	[0.01 - 0.04 - 0.11 - 0.85]
322	2321	4431	4	[0.04 - 0.20 - 0.29 - 0.47]
323	3802	4423	4	[0.05 - 0.16 - 0.19 - 0.60]
324	3808	4427	4	[0.01 - 0.04 - 0.25 - 0.70]
325	3988	4426	1	[0.63 - 0.27 - 0.01 - 0.09]
326	3843	4422	4	[0.00 - 0.02 - 0.28 - 0.70]
327	3846	4420	4	[0.00 - 0.03 - 0.22 - 0.75]
328	3653	4428	4	[0.01 - 0.06 - 0.29 - 0.64]
329	3771	4424	4	[0.00 - 0.03 - 0.23 - 0.74]
330	3916	4417	4	[0.09 - 0.19 - 0.30 - 0.42]
331	3752	4415	4	[0.01 - 0.05 - 0.40 - 0.54]
332	3706	4414	4	[0.11 - 0.11 - 0.17 - 0.62]
333	3836	4407	4	[0.02 - 0.05 - 0.29 - 0.64]
334	3840	4404	4	[0.01 - 0.02 - 0.19 - 0.79]
335	3858	4411	4	[0.00 - 0.01 - 0.11 - 0.88]
336	3958	4393	4	[0.16 - 0.18 - 0.10 - 0.55]
337	2431	4393	4	[0.15 - 0.28 - 0.25 - 0.32]
338	2452	4382	2	[0.19 - 0.43 - 0.22 - 0.16]
339	4020	4380	4	[0.31 - 0.19 - 0.07 - 0.43]
340	3851	4367	2	[0.48 - 0.50 - 0.02 - 0.00]
341	3846	4369	4	[0.01 - 0.04 - 0.14 - 0.81]
342	1751	4365	1	[0.89 - 0.09 - 0.00 - 0.01]
343	4036	4362	4	[0.07 - 0.16 - 0.15 - 0.63]
344	3918	4360	4	[0.02 - 0.03 - 0.04 - 0.91]
345	3767	4360	2	[0.09 - 0.43 - 0.30 - 0.18]
346	3656	4357	1	[0.69 - 0.16 - 0.01 - 0.13]
347	3869	4352	4	[0.12 - 0.29 - 0.16 - 0.44]
348	3940	4343	4	[0.03 - 0.04 - 0.33 - 0.60]
349	3733	4330	2	[0.34 - 0.55 - 0.05 - 0.06]
350	3892	4320	4	[0.07 - 0.09 - 0.04 - 0.80]
351	3746	4321	4	[0.13 - 0.08 - 0.03 - 0.76]
352	3532	4318	4	[0.08 - 0.19 - 0.14 - 0.59]
353	2660	4314	1	[0.90 - 0.09 - 0.00 - 0.00]
354	3086	4309	4	[0.07 - 0.24 - 0.34 - 0.35]
355	2785	4305	1	[0.71 - 0.25 - 0.01 - 0.03]
356	3997	4303	1	[0.51 - 0.45 - 0.02 - 0.02]
357	2519	4303	1	[0.77 - 0.22 - 0.00 - 0.01]
358	1357	4302	4	[0.00 - 0.00 - 0.02 - 0.98]
359	3335	4302	1	[0.72 - 0.27 - 0.00 - 0.01]
360	2227	4296	1	[0.81 - 0.10 - 0.00 - 0.09]
361	4042	4290	1	[0.83 - 0.07 - 0.00 - 0.09]
362	3896	4288	4	[0.00 - 0.01 - 0.14 - 0.85]
363	3899	4284	4	[0.00 - 0.03 - 0.29 - 0.67]
364	3892	4285	4	[0.00 - 0.01 - 0.24 - 0.75]
365	3890	4281	4	[0.00 - 0.01 - 0.36 - 0.62]
366	3908	4290	4	[0.00 - 0.01 - 0.08 - 0.91]
367	3921	4282	4	[0.00 - 0.01 - 0.19 - 0.81]
368	3905	4276	4	[0.00 - 0.01 - 0.08 - 0.91]
369	3902	4272	4	[0.00 - 0.00 - 0.13 - 0.86]
370	4033	4277	1	[0.36 - 0.25 - 0.08 - 0.31]
371	3830	4278	1	[0.40 - 0.27 - 0.02 - 0.31]
372	3893	4267	4	[0.00 - 0.01 - 0.11 - 0.88]
373	3858	4272	3	[0.05 - 0.31 - 0.43 - 0.21]
374	3823	4269	1	[0.67 - 0.30 - 0.01 - 0.02]
375	3922	4259	4	[0.01 - 0.05 - 0.34 - 0.60]
376	3928	4264	3	[0.00 - 0.01 - 0.53 - 0.45]
377	3927	4261	4	[0.00 - 0.01 - 0.43 - 0.56]
378	3934	4268	4	[0.00 - 0.00 - 0.07 - 0.93]
379	3945	4264	4	[0.01 - 0.02 - 0.06 - 0.91]
380	3907	4250	4	[0.03 - 0.13 - 0.22 - 0.62]
381	2957	4248	1	[0.98 - 0.02 - 0.00 - 0.00]
382	4014	4247	2	[0.32 - 0.35 - 0.07 - 0.26]
383	5039	4241	3	[0.00 - 0.02 - 0.49 - 0.49]
384	5039	4237	3	[0.01 - 0.04 - 0.67 - 0.28]
385	3593	4235	4	[0.01 - 0.02 - 0.48 - 0.49]
386	3599	4235	4	[0.01 - 0.03 - 0.23 - 0.73]
387	5038	4234	4	[0.00 - 0.01 - 0.31 - 0.69]
388	2211	4230	1	[0.93 - 0.06 - 0.00 - 0.01]
389	4044	4227	4	[0.01 - 0.03 - 0.18 - 0.78]
390	2991	4226	1	[0.72 - 0.18 - 0.01 - 0.09]
391	3278	4224	1	[0.84 - 0.14 - 0.00 - 0.02]
392	4050	4219	4	[0.01 - 0.06 - 0.09 - 0.84]
393	2790	4215	4	[0.02 - 0.06 - 0.38 - 0.55]
394	2789	4210	4	[0.02 - 0.05 - 0.40 - 0.54]
395	4131	4207	4	[0.12 - 0.22 - 0.16 - 0.50]
396	4114	4206	4	[0.00 - 0.01 - 0.16 - 0.82]
397	4047	4209	4	[0.00 - 0.02 - 0.32 - 0.66]
398	2190	4210	3	[0.00 - 0.03 - 0.75 - 0.22]
399	2187	4209	3	[0.00 - 0.01 - 0.71 - 0.27]
400	2188	4205	3	[0.00 - 0.09 - 0.82 - 0.08]
401	1906	4210	1	[0.93 - 0.06 - 0.00 - 0.01]
402	4030	4208	4	[0.05 - 0.16 - 0.19 - 0.60]
403	4080	4202	4	[0.01 - 0.20 - 0.26 - 0.53]
404	4074	4195	3	[0.02 - 0.19 - 0.59 - 0.21]
405	3934	4204	1	[0.63 - 0.34 - 0.01 - 0.02]
406	4087	4198	4	[0.00 - 0.01 - 0.10 - 0.89]
407	3082	4194	1	[0.98 - 0.02 - 0.00 - 0.00]
408	2960	4192	1	[0.64 - 0.14 - 0.01 - 0.21]
409	2198	4192	4	[0.00 - 0.02 - 0.16 - 0.81]
410	2315	4176	4	[0.01 - 0.01 - 0.09 - 0.90]
411	2317	4183	3	[0.00 - 0.01 - 0.69 - 0.29]
